ID,Candidate State,Age Range,Residence,Sex,Protected category,TAG,Study area,Study Title,Years Experience,Sector,Last Role,Year of insertion,Year of Recruitment,Recruitment Request,Assumption Headquarters,Job Family Hiring,Job Title Hiring,event_type__val,event_feedback,linked_search__key,Overall,Job Description,Candidate Profile,Years Experience.1,Minimum Ral,Ral Maximum,Study Level,Study Area.1,Akkodis headquarters,Current Ral,Expected Ral,Technical Skills,Standing/Position,Comunication,Maturity,Dynamism,Mobility,English
59,First contact,26 - 30 years,TURIN » Turin ~ Piedmont,Male,,C++,Economic - Statistics,Five-year degree,[0],Defence,Electromechanical maintenance technician,2022,2022,FIELD HSE with SPP qualification ,,Support,,Technical interview,,,,"In the industrial and telecommunications sectors, the candidate will have to carry out the following activities: • Design of electronic boards • Drafting of architectural technical specifications and requirements • Electrical diagrams and layout • Issuance of the documentation necessary for the manufacturability of the hardware • Testing and verification","The ideal candidate has a degree in Electronic, Electrical Engineering or equivalent and has gained at least 1 - 3 years of experience in the role. High flexibility, problem solving and time management skills are required. Good knowledge of the English language required.",[5-7],26-28K,28-30K,,Information Engineering,Pisa,26-28 K,20-22 K,3.0,,,,,1.0,
59,First contact,26 - 30 years,TURIN » Turin ~ Piedmont,Male,,C++,Economic - Statistics,Five-year degree,[0],Defence,Electromechanical maintenance technician,2022,2022,FIELD HSE with SPP qualification ,,Support,,Candidate notification,KO (seniority),RS23.0498,3 - High,"In the industrial and telecommunications sectors, the candidate will have to carry out the following activities: • Design of electronic boards • Drafting of architectural technical specifications and requirements • Electrical diagrams and layout • Issuance of the documentation necessary for the manufacturability of the hardware • Testing and verification","The ideal candidate has a degree in Electronic, Electrical Engineering or equivalent and has gained at least 1 - 3 years of experience in the role. High flexibility, problem solving and time management skills are required. Good knowledge of the English language required.",[5-7],26-28K,28-30K,,Information Engineering,Pisa,26-28 K,20-22 K,,1.0,,3.0,1.0,,1.0
59,First contact,26 - 30 years,TURIN » Turin ~ Piedmont,Male,,C++,Economic - Statistics,Five-year degree,[0],Defence,Electromechanical maintenance technician,2022,2022,FIELD HSE with SPP qualification ,,Support,,Notify candidate,KO (seniority),RS22.1308,3 - High,"In the industrial and telecommunications sectors, the candidate will have to carry out the following activities: • Design of electronic boards • Drafting of architectural technical specifications and requirements • Electrical diagrams and layout • Issuance of the documentation necessary for the manufacturability of the hardware • Testing and verification","The ideal candidate has a degree in Electronic, Electrical Engineering or equivalent and has gained at least 1 - 3 years of experience in the role. High flexibility, problem solving and time management skills are required. Good knowledge of the English language required.",[5-7],26-28K,28-30K,,Information Engineering,Pisa,26-28 K,20-22 K,1.0,1.0,1.0,1.0,1.0,1.0,1.0
59,First contact,26 - 30 years,TURIN » Turin ~ Piedmont,Male,,C++,Economic - Statistics,Five-year degree,[0],Defence,Electromechanical maintenance technician,2022,2022,FIELD HSE with SPP qualification ,,Support,,Notify candidate,KO (seniority),RS22.1308,3 - High,"In the industrial and telecommunications sectors, the candidate will have to carry out the following activities: • Design of electronic boards • Drafting of architectural technical specifications and requirements • Electrical diagrams and layout • Issuance of the documentation necessary for the manufacturability of the hardware • Testing and verification","The ideal candidate has a degree in Electronic, Electrical Engineering or equivalent and has gained at least 1 - 3 years of experience in the role. High flexibility, problem solving and time management skills are required. Good knowledge of the English language required.",[5-7],26-28K,28-30K,,Information Engineering,Pisa,26-28 K,20-22 K,1.0,1.0,1.0,1.0,1.0,1.0,1.0
59,First contact,26 - 30 years,TURIN » Turin ~ Piedmont,Male,,C++,Economic - Statistics,Five-year degree,[0],Defence,Electromechanical maintenance technician,2022,2022,FIELD HSE with SPP qualification ,,Support,,Notify candidate,KO (seniority),RS22.1308,3 - High,"In the industrial and telecommunications sectors, the candidate will have to carry out the following activities: • Design of electronic boards • Drafting of architectural technical specifications and requirements • Electrical diagrams and layout • Issuance of the documentation necessary for the manufacturability of the hardware • Testing and verification","The ideal candidate has a degree in Electronic, Electrical Engineering or equivalent and has gained at least 1 - 3 years of experience in the role. High flexibility, problem solving and time management skills are required. Good knowledge of the English language required.",[5-7],26-28K,28-30K,,Information Engineering,Pisa,26-28 K,20-22 K,1.0,1.0,1.0,1.0,1.0,1.0,1.0
68,Imported,26 - 30 years,TURIN » Turin ~ Piedmont,Male,,,Automation/Mechatronics Engineering,Five-year degree,[0],Others,,2022,,,,,,CV request,,,,,,,,,,Aeronautical/Aerospace/Astronautics Engineering,,,,,,,2.0,,,
68,Imported,26 - 30 years,TURIN » Turin ~ Piedmont,Male,,,Automation/Mechatronics Engineering,Five-year degree,[0],Others,,2022,,,,,,Notify candidate,KO (seniority),RS22.1308,3 - High,,,,,,,Aeronautical/Aerospace/Astronautics Engineering,,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0
68,Imported,26 - 30 years,TURIN » Turin ~ Piedmont,Male,,,Automation/Mechatronics Engineering,Five-year degree,[0],Others,,2022,,,,,,Notify candidate,KO (seniority),RS22.1308,3 - High,,,,,,,Aeronautical/Aerospace/Astronautics Engineering,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
68,Imported,26 - 30 years,TURIN » Turin ~ Piedmont,Male,,,Automation/Mechatronics Engineering,Five-year degree,[0],Others,,2022,,,,,,Notify candidate,KO (seniority),RS22.1308,3 - High,,,,,,,Aeronautical/Aerospace/Astronautics Engineering,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
68,Imported,26 - 30 years,TURIN » Turin ~ Piedmont,Male,,,Automation/Mechatronics Engineering,Five-year degree,[0],Others,,2022,,,,,,Notify candidate,KO (seniority),RS22.1308,,,,,,,,Aeronautical/Aerospace/Astronautics Engineering,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
68,Imported,26 - 30 years,TURIN » Turin ~ Piedmont,Male,,,Automation/Mechatronics Engineering,Five-year degree,[0],Others,,2022,,,,,,Notify candidate,KO (seniority),RS22.1308,3 - High,,,,,,,Aeronautical/Aerospace/Astronautics Engineering,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0
68,Imported,26 - 30 years,TURIN » Turin ~ Piedmont,Male,,,Automation/Mechatronics Engineering,Five-year degree,[0],Others,,2022,,,,,,Notify candidate,KO (seniority),RS22.1308,3 - High,,,,,,,Aeronautical/Aerospace/Astronautics Engineering,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
68,Imported,26 - 30 years,TURIN » Turin ~ Piedmont,Male,,,Automation/Mechatronics Engineering,Five-year degree,[0],Others,,2022,,,,,,Notify candidate,KO (seniority),RS22.1308,3 - High,,,,,,,Aeronautical/Aerospace/Astronautics Engineering,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
71,Imported,31 - 35 years,SERRAVALLE SCRIVIA » Alessandria ~ Piedmont,Female,,,Mechanical engineering,High school graduation,[+10],Oil and Gas,business analyst internship,2022,,,,,,BM interview,,,,,,,,24-26K,,,,,,,,,,,,
71,Imported,31 - 35 years,SERRAVALLE SCRIVIA » Alessandria ~ Piedmont,Female,,,Mechanical engineering,High school graduation,[+10],Oil and Gas,business analyst internship,2022,,,,,,Notify candidate,KO (seniority),RS22.1308,3 - High,,,,,24-26K,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
71,Imported,31 - 35 years,SERRAVALLE SCRIVIA » Alessandria ~ Piedmont,Female,,,Mechanical engineering,High school graduation,[+10],Oil and Gas,business analyst internship,2022,,,,,,Notify candidate,KO (seniority),RS22.1308,3 - High,,,,,24-26K,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
78,Hired,< 20 years,ALBENGA » Savona ~ Liguria,Male,,"ELECTRONIC, FW, HW, HW DESIGN",Mechanical engineering,Three-year degree,[0],Others,,2021,,,,,,CV request,,,,,,,,,,,,,,,2.0,,,3.0,3.0,
78,Hired,< 20 years,ALBENGA » Savona ~ Liguria,Male,,"ELECTRONIC, FW, HW, HW DESIGN",Mechanical engineering,Three-year degree,[0],Others,,2021,,,,,,Notify candidate,OK,RS22.1308,3 - High,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,3.0
39,Imported,36 - 40 years,TURIN » Turin ~ Piedmont,Male,,"MOTEC, WINTAX",Psychology,master's degree,[3-5],Automotive,Deck Officer Cadet,2021,,,Turin,,,BM interview,,,2 - Medium,,,,,,,,,28-30 K,28-30 K,2.0,3.0,,,2.0,,2.0
39,Imported,36 - 40 years,TURIN » Turin ~ Piedmont,Male,,"MOTEC, WINTAX",Psychology,master's degree,[3-5],Automotive,Deck Officer Cadet,2021,,,Turin,,,Economic proposal,KO (seniority),RS22.0148,3 - High,,,,,,,,,28-30 K,28-30 K,2.0,2.0,2.0,,2.0,1.0,
39,Imported,36 - 40 years,TURIN » Turin ~ Piedmont,Male,,"MOTEC, WINTAX",Psychology,master's degree,[3-5],Automotive,Deck Officer Cadet,2021,,,Turin,,,Notify candidate,KO (seniority),RS22.1308,3 - High,,,,,,,,,28-30 K,28-30 K,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3,Hired,20 - 25 years,GIOVINAZZO » Bari ~ Puglia,Female,,C++,Biomedical Engineering,High school graduation,[5-7],Space,Production Manager ,2018,,,Rome,,,Contact note,,RS18.0844,,,,,,24-26K,Five-year degree,,,,,1.0,,,,2.0,,
3,Hired,20 - 25 years,GIOVINAZZO » Bari ~ Puglia,Female,,C++,Biomedical Engineering,High school graduation,[5-7],Space,Production Manager ,2018,,,Rome,,,Sending SC to customer,KO (seniority),RS22.1308,3 - High,,,,,24-26K,Five-year degree,,,,,2.0,,1.0,3.0,,1.0,4.0
3,Hired,20 - 25 years,GIOVINAZZO » Bari ~ Puglia,Female,,C++,Biomedical Engineering,High school graduation,[5-7],Space,Production Manager ,2018,,,Rome,,,Notify candidate,KO (seniority),RS22.1308,3 - High,,,,,24-26K,Five-year degree,,,,,1.0,2.0,,1.0,1.0,1.0,1.0
3,Hired,20 - 25 years,GIOVINAZZO » Bari ~ Puglia,Female,,C++,Biomedical Engineering,High school graduation,[5-7],Space,Production Manager ,2018,,,Rome,,,Notify candidate,KO (seniority),RS22.1308,3 - High,,,,,24-26K,Five-year degree,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3,Hired,20 - 25 years,GIOVINAZZO » Bari ~ Puglia,Female,,C++,Biomedical Engineering,High school graduation,[5-7],Space,Production Manager ,2018,,,Rome,,,BM interview,KO (seniority),RS22.1308,3 - High,,,,,24-26K,Five-year degree,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3,Hired,20 - 25 years,GIOVINAZZO » Bari ~ Puglia,Female,,C++,Biomedical Engineering,High school graduation,[5-7],Space,Production Manager ,2018,,,Rome,,,Notify candidate,KO (seniority),RS22.1308,3 - High,,,,,24-26K,Five-year degree,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
79,Hired,20 - 25 years,ROME » Rome ~ Lazio,Female,,"COMPUTER, SOFTWARE OR MODEL BASED",Mechanical engineering,Three-year degree,[1-3],,Mechanical engineer,2023,,Accountant,Pisa,,Consultant,BM interview,,,,,MUST HAVE Languages - Java 11 or greater Protocols - HTTP(S) - SOAP Frameworks & Tools - Spring Boot - ARTEMIS (ActiveMQ) Skills to fulfill Languages - Java 11 or greater Protocols - HTTP(S) - SOAP - AMQP Frameworks & Tools - Spring Boot - Artemis (ActiveMQ) - Docker - Kubernetes - JHipster - Kafka - Java Message Service Architecture Patterns - Microservices - RESTful APIs - Publisher/Subscriber - Message Broker,,,,,,,Not available,,2.0,2.0,,,,3.0,
79,Hired,20 - 25 years,ROME » Rome ~ Lazio,Female,,"COMPUTER, SOFTWARE OR MODEL BASED",Mechanical engineering,Three-year degree,[1-3],,Mechanical engineer,2023,,Accountant,Pisa,,Consultant,Notify candidate,KO (seniority),,3 - High,,MUST HAVE Languages - Java 11 or greater Protocols - HTTP(S) - SOAP Frameworks & Tools - Spring Boot - ARTEMIS (ActiveMQ) Skills to fulfill Languages - Java 11 or greater Protocols - HTTP(S) - SOAP - AMQP Frameworks & Tools - Spring Boot - Artemis (ActiveMQ) - Docker - Kubernetes - JHipster - Kafka - Java Message Service Architecture Patterns - Microservices - RESTful APIs - Publisher/Subscriber - Message Broker,,,,,,,Not available,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
79,Hired,20 - 25 years,ROME » Rome ~ Lazio,Female,,"COMPUTER, SOFTWARE OR MODEL BASED",Mechanical engineering,Three-year degree,[1-3],,Mechanical engineer,2023,,Accountant,Pisa,,Consultant,BM interview,KO (seniority),RS22.1308,3 - High,,MUST HAVE Languages - Java 11 or greater Protocols - HTTP(S) - SOAP Frameworks & Tools - Spring Boot - ARTEMIS (ActiveMQ) Skills to fulfill Languages - Java 11 or greater Protocols - HTTP(S) - SOAP - AMQP Frameworks & Tools - Spring Boot - Artemis (ActiveMQ) - Docker - Kubernetes - JHipster - Kafka - Java Message Service Architecture Patterns - Microservices - RESTful APIs - Publisher/Subscriber - Message Broker,,,,,,,Not available,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
85,Economic proposal,20 - 25 years,SCAPACCINO ENGRAVED » Asti ~ Piedmont,Male,,ELECTRONICS,Information Engineering,Three-year degree,[0],Others,Technologist ,2023,2021,,Turin,,,CV request,,RS23.0453,,,,,,,Five-year degree,,,,40-42 K,,,,,,,
85,Economic proposal,20 - 25 years,SCAPACCINO ENGRAVED » Asti ~ Piedmont,Male,,ELECTRONICS,Information Engineering,Three-year degree,[0],Others,Technologist ,2023,2021,,Turin,,,,,RS23.0888,3 - High,,,,,,Five-year degree,,,,40-42 K,,1.0,1.0,1.0,1.0,2.0,
85,Economic proposal,20 - 25 years,SCAPACCINO ENGRAVED » Asti ~ Piedmont,Male,,ELECTRONICS,Information Engineering,Three-year degree,[0],Others,Technologist ,2023,2021,,Turin,,,Notify candidate,KO (seniority),RS22.1308,3 - High,,,,,,Five-year degree,,,,40-42 K,1.0,3.0,1.0,1.0,1.0,1.0,1.0
85,Economic proposal,20 - 25 years,SCAPACCINO ENGRAVED » Asti ~ Piedmont,Male,,ELECTRONICS,Information Engineering,Three-year degree,[0],Others,Technologist ,2023,2021,,Turin,,,CV request,KO (seniority),RS22.1308,3 - High,,,,,,Five-year degree,,,,40-42 K,1.0,1.0,1.0,1.0,1.0,2.0,1.0
44,Hired,31 - 35 years,BIELLA » Biella ~ Piedmont,Male,,"ANSYS FLUENT, ANSYS WORKBENCH, CFX, STAR CCM+, ANSYS, SOLIDWORKS, CATIA V5, CATIA V5, MATLAB, SIMULINK, ANSYS",Management Engineering,Five-year degree,[3-5],,Looking for internship,2022,,,,,Consultant,,,RS22.1308,,"Project Engineer - Milan, Pomezia, Poggibonsi",,,22-24K,42-44K,,,Rome,22-24 K,,,4.0,,,,,
44,Hired,31 - 35 years,BIELLA » Biella ~ Piedmont,Male,,"ANSYS FLUENT, ANSYS WORKBENCH, CFX, STAR CCM+, ANSYS, SOLIDWORKS, CATIA V5, CATIA V5, MATLAB, SIMULINK, ANSYS",Management Engineering,Five-year degree,[3-5],,Looking for internship,2022,,,,,Consultant,Notify candidate,KO (seniority),RS22.1308,3 - High,"Project Engineer - Milan, Pomezia, Poggibonsi",,,22-24K,42-44K,,,Rome,22-24 K,,1.0,1.0,1.0,1.0,1.0,,1.0
44,Hired,31 - 35 years,BIELLA » Biella ~ Piedmont,Male,,"ANSYS FLUENT, ANSYS WORKBENCH, CFX, STAR CCM+, ANSYS, SOLIDWORKS, CATIA V5, CATIA V5, MATLAB, SIMULINK, ANSYS",Management Engineering,Five-year degree,[3-5],,Looking for internship,2022,,,,,Consultant,Notify candidate,KO (seniority),RS22.1308,3 - High,"Project Engineer - Milan, Pomezia, Poggibonsi",,,22-24K,42-44K,,,Rome,22-24 K,,,1.0,1.0,1.0,1.0,1.0,1.0
44,Hired,31 - 35 years,BIELLA » Biella ~ Piedmont,Male,,"ANSYS FLUENT, ANSYS WORKBENCH, CFX, STAR CCM+, ANSYS, SOLIDWORKS, CATIA V5, CATIA V5, MATLAB, SIMULINK, ANSYS",Management Engineering,Five-year degree,[3-5],,Looking for internship,2022,,,,,Consultant,Notify candidate,KO (seniority),RS22.1308,3 - High,"Project Engineer - Milan, Pomezia, Poggibonsi",,,22-24K,42-44K,,,Rome,22-24 K,,1.0,1.0,1.0,1.0,1.0,,1.0
44,Hired,31 - 35 years,BIELLA » Biella ~ Piedmont,Male,,"ANSYS FLUENT, ANSYS WORKBENCH, CFX, STAR CCM+, ANSYS, SOLIDWORKS, CATIA V5, CATIA V5, MATLAB, SIMULINK, ANSYS",Management Engineering,Five-year degree,[3-5],,Looking for internship,2022,,,,,Consultant,Notify candidate,KO (seniority),RS22.1308,3 - High,"Project Engineer - Milan, Pomezia, Poggibonsi",,,22-24K,42-44K,,,Rome,22-24 K,,1.0,,1.0,1.0,1.0,1.0,1.0
44,Hired,31 - 35 years,BIELLA » Biella ~ Piedmont,Male,,"ANSYS FLUENT, ANSYS WORKBENCH, CFX, STAR CCM+, ANSYS, SOLIDWORKS, CATIA V5, CATIA V5, MATLAB, SIMULINK, ANSYS",Management Engineering,Five-year degree,[3-5],,Looking for internship,2022,,,,,Consultant,Notify candidate,KO (seniority),RS22.1308,3 - High,"Project Engineer - Milan, Pomezia, Poggibonsi",,,22-24K,42-44K,,,Rome,22-24 K,,1.0,1.0,1.0,1.0,1.0,1.0,3.0
44,Hired,31 - 35 years,BIELLA » Biella ~ Piedmont,Male,,"ANSYS FLUENT, ANSYS WORKBENCH, CFX, STAR CCM+, ANSYS, SOLIDWORKS, CATIA V5, CATIA V5, MATLAB, SIMULINK, ANSYS",Management Engineering,Five-year degree,[3-5],,Looking for internship,2022,,,,,Consultant,Notify candidate,KO (seniority),RS24.0005,3 - High,"Project Engineer - Milan, Pomezia, Poggibonsi",,,22-24K,42-44K,,,Rome,22-24 K,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
25,Imported,< 20 years,PISA » Pisa ~ Tuscany,Male,,"C, C++, C++, INVENTOR, V&V, VALIDATION, TESTING",Informatics,Five-year degree,[3-5],,fresh graduate,2021,,,,,,Contact note,,,,,,,,,,,,30-32 K,Not available,,,3.0,,,,
25,Imported,< 20 years,PISA » Pisa ~ Tuscany,Male,,"C, C++, C++, INVENTOR, V&V, VALIDATION, TESTING",Informatics,Five-year degree,[3-5],,fresh graduate,2021,,,,,,BM interview,,RS20.0166,3 - High,,,,,,,,,30-32 K,Not available,3.0,2.0,3.0,3.0,2.0,,2.0
25,Imported,< 20 years,PISA » Pisa ~ Tuscany,Male,,"C, C++, C++, INVENTOR, V&V, VALIDATION, TESTING",Informatics,Five-year degree,[3-5],,fresh graduate,2021,,,,,,Notify candidate,KO (seniority),RS22.1308,3 - High,,,,,,,,,30-32 K,Not available,1.0,1.0,,1.0,1.0,1.0,1.0
25,Imported,< 20 years,PISA » Pisa ~ Tuscany,Male,,"C, C++, C++, INVENTOR, V&V, VALIDATION, TESTING",Informatics,Five-year degree,[3-5],,fresh graduate,2021,,,,,,Notify candidate,KO (seniority),RS22.1308,3 - High,,,,,,,,,30-32 K,Not available,1.0,1.0,1.0,1.0,1.0,1.0,1.0
25,Imported,< 20 years,PISA » Pisa ~ Tuscany,Male,,"C, C++, C++, INVENTOR, V&V, VALIDATION, TESTING",Informatics,Five-year degree,[3-5],,fresh graduate,2021,,,,,,Notify candidate,KO (seniority),RS22.1308,3 - High,,,,,,,,,30-32 K,Not available,1.0,1.0,1.0,1.0,1.0,1.0,1.0
86,Imported,26 - 30 years,TARANTO » Taranto ~ Puglia,Male,,,Economic - Statistics,Five-year degree,[0-1],Automotive,,2022,,,,,,Research association,OK,RS22.1308,,,"An engineer of more than 4-7 years of experience, having the following skills: Mandatory: • Deep experience in ESA projects, Launcher and Satellite systems • Operating System: Windows, Linux, Real Time, Embedded RTOS • Programming language: Python, C , C++ • Matlab, Simulink • Tools: Eclipse based modeling tools • Network: TCP/IP, 1553, TTEthernet, SpaceWire, RS422 It is also required: • Attitude to team working; • Quick understanding of the problems; • Problem solving; • Fluent ability in spoken and written English.",,28-30K,38-40K,,,,,Not available,,,,,,,
86,Imported,26 - 30 years,TARANTO » Taranto ~ Puglia,Male,,,Economic - Statistics,Five-year degree,[0-1],Automotive,,2022,,,,,,Notify candidate,KO (seniority),RS22.1308,3 - High,,"An engineer of more than 4-7 years of experience, having the following skills: Mandatory: • Deep experience in ESA projects, Launcher and Satellite systems • Operating System: Windows, Linux, Real Time, Embedded RTOS • Programming language: Python, C , C++ • Matlab, Simulink • Tools: Eclipse based modeling tools • Network: TCP/IP, 1553, TTEthernet, SpaceWire, RS422 It is also required: • Attitude to team working; • Quick understanding of the problems; • Problem solving; • Fluent ability in spoken and written English.",,28-30K,38-40K,,,,,Not available,1.0,1.0,1.0,,1.0,1.0,1.0
86,Imported,26 - 30 years,TARANTO » Taranto ~ Puglia,Male,,,Economic - Statistics,Five-year degree,[0-1],Automotive,,2022,,,,,,Notify candidate,KO (seniority),RS22.1308,3 - High,,"An engineer of more than 4-7 years of experience, having the following skills: Mandatory: • Deep experience in ESA projects, Launcher and Satellite systems • Operating System: Windows, Linux, Real Time, Embedded RTOS • Programming language: Python, C , C++ • Matlab, Simulink • Tools: Eclipse based modeling tools • Network: TCP/IP, 1553, TTEthernet, SpaceWire, RS422 It is also required: • Attitude to team working; • Quick understanding of the problems; • Problem solving; • Fluent ability in spoken and written English.",,28-30K,38-40K,,,,,Not available,1.0,1.0,1.0,1.0,1.0,1.0,1.0
86,Imported,26 - 30 years,TARANTO » Taranto ~ Puglia,Male,,,Economic - Statistics,Five-year degree,[0-1],Automotive,,2022,,,,,,Notify candidate,KO (seniority),RS22.1308,3 - High,,"An engineer of more than 4-7 years of experience, having the following skills: Mandatory: • Deep experience in ESA projects, Launcher and Satellite systems • Operating System: Windows, Linux, Real Time, Embedded RTOS • Programming language: Python, C , C++ • Matlab, Simulink • Tools: Eclipse based modeling tools • Network: TCP/IP, 1553, TTEthernet, SpaceWire, RS422 It is also required: • Attitude to team working; • Quick understanding of the problems; • Problem solving; • Fluent ability in spoken and written English.",,28-30K,38-40K,,,,,Not available,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,Imported,36 - 40 years,SWIMMING POOL » Turin ~ Piedmont,Male,,,Information Engineering,master's degree,[1-3],,internship,2021,,,,,,Candidate notification,KO (seniority),,,,,,,,,,,28-30 K,,,,,,,,
8,Imported,36 - 40 years,SWIMMING POOL » Turin ~ Piedmont,Male,,,Information Engineering,master's degree,[1-3],,internship,2021,,,,,,Notify candidate,KO (seniority),RS22.1308,3 - High,,,,,,,,,28-30 K,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,Imported,36 - 40 years,SWIMMING POOL » Turin ~ Piedmont,Male,,,Information Engineering,master's degree,[1-3],,internship,2021,,,,,,Notify candidate,KO (seniority),RS22.1308,3 - High,,,,,,,,,28-30 K,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
58,First contact,26 - 30 years,TRANI » Barletta-Andria-Trani ~ Puglia,Male,,,Management Engineering,Five-year degree,[0],Oil and Gas,,2022,,,,,,Candidate notification,,,,,,,,,,,,,,,,,,,,
58,First contact,26 - 30 years,TRANI » Barletta-Andria-Trani ~ Puglia,Male,,,Management Engineering,Five-year degree,[0],Oil and Gas,,2022,,,,,,Notify candidate,KO (seniority),RS22.1308,3 - High,,,,,,,,,,,1.0,,1.0,1.0,,1.0,2.0
58,First contact,26 - 30 years,TRANI » Barletta-Andria-Trani ~ Puglia,Male,,,Management Engineering,Five-year degree,[0],Oil and Gas,,2022,,,,,,Notify candidate,KO (seniority),RS22.1308,3 - High,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
70,Imported,26 - 30 years,FAVARO VENETO » Venice ~ Veneto,Male,,"PYHTON, MATLAB, SCADA, SW DEVELOPER",Materials Science and Engineering,Five-year degree,[0],,Production Manager ,2022,,,,,,CV request,,,,,,,,,,,,,24-26 K,,,,,,,
70,Imported,26 - 30 years,FAVARO VENETO » Venice ~ Veneto,Male,,"PYHTON, MATLAB, SCADA, SW DEVELOPER",Materials Science and Engineering,Five-year degree,[0],,Production Manager ,2022,,,,,,Notify candidate,KO (seniority),RS21.0555,3 - High,,,,,,,,,,24-26 K,1.0,1.0,1.0,1.0,1.0,1.0,1.0
70,Imported,26 - 30 years,FAVARO VENETO » Venice ~ Veneto,Male,,"PYHTON, MATLAB, SCADA, SW DEVELOPER",Materials Science and Engineering,Five-year degree,[0],,Production Manager ,2022,,,,,,Notify candidate,KO (seniority),RS22.1308,,,,,,,,,,,24-26 K,1.0,1.0,,1.0,1.0,,1.0
61,In selection,20 - 25 years,PISA » Pisa ~ Tuscany,Male,,,Management Engineering,Five-year degree,[0],Others,"Designer/Panel, Equipment and Consoles Designer",2021,,,,,,Research association,OK,RS23.0937,,,"Degree in Mechanical, Energy, Automotive Engineering or equivalent - Excellent knowledge of the functioning and components of an air conditioning system, and of engine cooling systems in vehicles with internal combustion, hybrid or electric engines - Knowledge of the automotive sector - Excellent knowledge of the English language - Excellent knowledge of Microsoft Office (Excel, Powerpoint, Word, Project) - Good aptitude for problem solving and team work - Knowledge of tools such as: CDA, IPEmotion, Dianlyzer is appreciated",,,,,,,,,,,,,,,
61,In selection,20 - 25 years,PISA » Pisa ~ Tuscany,Male,,,Management Engineering,Five-year degree,[0],Others,"Designer/Panel, Equipment and Consoles Designer",2021,,,,,,Contact note,,RS22.1308,,,"Degree in Mechanical, Energy, Automotive Engineering or equivalent - Excellent knowledge of the functioning and components of an air conditioning system, and of engine cooling systems in vehicles with internal combustion, hybrid or electric engines - Knowledge of the automotive sector - Excellent knowledge of the English language - Excellent knowledge of Microsoft Office (Excel, Powerpoint, Word, Project) - Good aptitude for problem solving and team work - Knowledge of tools such as: CDA, IPEmotion, Dianlyzer is appreciated",,,,,,,,,1.0,,3.0,,,,
33,First contact,< 20 years,LATIANO » Brindisi ~ Puglia,Male,,,industrial engineering,Five-year degree,[0],Others,,2022,,,,,,Contact note,,,,,,,,,,,,,,3.0,,,,,,
33,First contact,< 20 years,LATIANO » Brindisi ~ Puglia,Male,,,industrial engineering,Five-year degree,[0],Others,,2022,,,,,,Notify candidate,OK,RS22.1308,3 - High,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
53,In selection,20 - 25 years,SAN MICHELE SALENTINO » Brindisi ~ Puglia,Male,,ENG. MATERIALS,Other humanities subjects,Five-year degree,[0],,Warehouse operator,2022,,FIELD HSE with SPP qualification ,,,,Candidate notification,KO (seniority),RS22.0159,2 - Medium,Junior Aeronautical Engineer,,,,44-46K,,,,,26-28 K,,,3.0,,,1.0,2.0
53,In selection,20 - 25 years,SAN MICHELE SALENTINO » Brindisi ~ Puglia,Male,,ENG. MATERIALS,Other humanities subjects,Five-year degree,[0],,Warehouse operator,2022,,FIELD HSE with SPP qualification ,,,,Contact note,OK,,3 - High,Junior Aeronautical Engineer,,,,44-46K,,,,,26-28 K,2.0,1.0,,2.0,1.0,,
17,In selection,< 20 years,TURIN » Turin ~ Piedmont,Male,,"PROJECT, JAVA, JIRA, SAP",Mechanical engineering,master's degree,[0],Consulting,Production Manager ,2020,,,,,,CV request,,RS22.0386,,,,,,,,,,,,,,,2.0,,,
17,In selection,< 20 years,TURIN » Turin ~ Piedmont,Male,,"PROJECT, JAVA, JIRA, SAP",Mechanical engineering,master's degree,[0],Consulting,Production Manager ,2020,,,,,,CV request,OK (live),RS23.0498,,,,,,,,,,,,,,,2.0,3.0,1.0,
17,In selection,< 20 years,TURIN » Turin ~ Piedmont,Male,,"PROJECT, JAVA, JIRA, SAP",Mechanical engineering,master's degree,[0],Consulting,Production Manager ,2020,,,,,,Notify candidate,,RS22.1308,3 - High,,,,,,,,,,,2.0,1.0,1.0,,3.0,1.0,1.0
