ID,Candidate State,Age Range,Residence,Sex,Protected category,TAG,Study area,Study Title,Years Experience,Sector,Last Role,Year of insertion,Year of Recruitment,Recruitment Request,Assumption Headquarters,Job Family Hiring,Job Title Hiring,event_type__val,event_feedback,linked_search__key,Overall,Job Description,Candidate Profile,Years Experience.1,Minimum Ral,Ral Maximum,Study Level,Study Area.1,Akkodis headquarters,Current Ral,Expected Ral,Technical Skills,Standing/Position,Comunication,Maturity,Dynamism,Mobility,English
78,First contact,> 45 years,TURIN » Turin ~ Piedmont,Male,,,electronic Engineering,Three-year degree,[0-1],Automotive,Software Engineer,2021,,,,,,BM interview,OK (live),,3 - High,"The System Engineer included in the product engineering activities of the Railway Diagnostics BU will have to define the architecture and functionality of the diagnostic system, verify its configuration and operation. He/she will have to interact with the EMD, software, V&V departments in order to ensure the correct functioning and adherence to the specifications of the diagnostic system. It will collaborate with the reference PROMs in the context of diagnostic system development projects. The resource will work within a technical team (System Engineering) of the Hardware Design function, reporting to the relevant team leader (System Engineering manager). Depending on the type of diagnostic systems to which the resource will be assigned to manage, the work will consist of carrying out the following types of activities: • Implementing the technical training imparted by the product specialists of the Concepts & Solutions team • Supporting in the definition of Procedures, Operational Instructions and Tools relating to the activities of competence • Technically supervise, together with the Project Engineers assigned to the Applications function, the design, production and testing activities of systems on order, facilitating their evolution in all phases • Carry out specific configuration activities ( hardware, firmware and software), and factory calibration, taking care to train, support, supervise and control the team resources responsible for carrying out similar activities in the field • Interface with the Electro-Mechanical Design, Electronic & Firmware and Software Design functions in the management of system configurations and customizations for Production orders • Provide technical support to Production in setting up test benches and test chains • Provide technical support to the Quality Control functions in the execution of testing and inspection activities components and systems • Provide technical support to the Verification & Validation function in the execution of functional testing, integration and acceptance (FAT) activities of the systems in the factory • Provide technical support to the Installation, Commissioning & Service function in the execution of functional testing and integration, fine-tuning and acceptance (SAT) activities of the systems in the field • Carry out system anomaly analysis and fault finding, involving all the appropriate disciplinary skills necessary • Draw up the technical documentation for the relevant parts • Participate in meetings with a purely technical focus relating to the areas of expertise with customers of production orders • Participate in professional growth, training and technical update programs • Meet suppliers of components and services relevant to the areas of expertise",,,30-32K,,,,Milan,,,,2.0,,1.0,,1.0,1.0
78,First contact,> 45 years,TURIN » Turin ~ Piedmont,Male,,,electronic Engineering,Three-year degree,[0-1],Automotive,Software Engineer,2021,,,,,,BM interview,OK (live),RS22.0441,3 - High,"The System Engineer included in the product engineering activities of the Railway Diagnostics BU will have to define the architecture and functionality of the diagnostic system, verify its configuration and operation. He/she will have to interact with the EMD, software, V&V departments in order to ensure the correct functioning and adherence to the specifications of the diagnostic system. It will collaborate with the reference PROMs in the context of diagnostic system development projects. The resource will work within a technical team (System Engineering) of the Hardware Design function, reporting to the relevant team leader (System Engineering manager). Depending on the type of diagnostic systems to which the resource will be assigned to manage, the work will consist of carrying out the following types of activities: • Implementing the technical training imparted by the product specialists of the Concepts & Solutions team • Supporting in the definition of Procedures, Operational Instructions and Tools relating to the activities of competence • Technically supervise, together with the Project Engineers assigned to the Applications function, the design, production and testing activities of systems on order, facilitating their evolution in all phases • Carry out specific configuration activities ( hardware, firmware and software), and factory calibration, taking care to train, support, supervise and control the team resources responsible for carrying out similar activities in the field • Interface with the Electro-Mechanical Design, Electronic & Firmware and Software Design functions in the management of system configurations and customizations for Production orders • Provide technical support to Production in setting up test benches and test chains • Provide technical support to the Quality Control functions in the execution of testing and inspection activities components and systems • Provide technical support to the Verification & Validation function in the execution of functional testing, integration and acceptance (FAT) activities of the systems in the factory • Provide technical support to the Installation, Commissioning & Service function in the execution of functional testing and integration, fine-tuning and acceptance (SAT) activities of the systems in the field • Carry out system anomaly analysis and fault finding, involving all the appropriate disciplinary skills necessary • Draw up the technical documentation for the relevant parts • Participate in meetings with a purely technical focus relating to the areas of expertise with customers of production orders • Participate in professional growth, training and technical update programs • Meet suppliers of components and services relevant to the areas of expertise",,,30-32K,,,,Milan,,,1.0,1.0,1.0,3.0,1.0,1.0,1.0
39,In selection,20 - 25 years,TURIN » Turin ~ Piedmont,Male,,,industrial engineering,Three-year degree,[0],,,2022,,,,,,BM interview,,,,,,,,,,,,,,,,,,,,
39,In selection,20 - 25 years,TURIN » Turin ~ Piedmont,Male,,,industrial engineering,Three-year degree,[0],,,2022,,,,,,Economic proposal,OK (live),RS22.0441,3 - High,,,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0
39,In selection,20 - 25 years,TURIN » Turin ~ Piedmont,Male,,,industrial engineering,Three-year degree,[0],,,2022,,,,,,BM interview,OK (live),RS22.0441,3 - High,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3,Imported,26 - 30 years,MARIGLIANO » Naples ~ Campania,Male,,"ANGULAR, JAVASCRIPT.",computer engineering,Three-year degree,[0],Services and Information Systems,,2022,,,,,,Qualification Meeting,,,,,,,,,,,,,Not available,,,,,,,
3,Imported,26 - 30 years,MARIGLIANO » Naples ~ Campania,Male,,"ANGULAR, JAVASCRIPT.",computer engineering,Three-year degree,[0],Services and Information Systems,,2022,,,,,,BM interview,OK (live),RS22.0441,3 - High,,,,,,,,,,Not available,1.0,1.0,1.0,1.0,1.0,1.0,1.0
79,Imported,26 - 30 years,GROSS » Turin ~ Piedmont,Male,,,computer engineering,Three-year degree,[0],Consulting,,2023,,,,,,CV request,KO (technical skills),RS22.0054,,,,,,,,,,,48-50 K,,,,,,,
79,Imported,26 - 30 years,GROSS » Turin ~ Piedmont,Male,,,computer engineering,Three-year degree,[0],Consulting,,2023,,,,,,Contact note,OK (live),,3 - High,,,,,,,,,,48-50 K,1.0,1.0,1.0,1.0,,1.0,
79,Imported,26 - 30 years,GROSS » Turin ~ Piedmont,Male,,,computer engineering,Three-year degree,[0],Consulting,,2023,,,,,,BM interview,OK (live),RS22.0441,3 - High,,,,,,,,,,48-50 K,1.0,1.0,1.0,1.0,1.0,1.0,1.0
79,Imported,26 - 30 years,GROSS » Turin ~ Piedmont,Male,,,computer engineering,Three-year degree,[0],Consulting,,2023,,,,,,BM interview,OK (live),RS22.0441,3 - High,,,,,,,,,,48-50 K,1.0,1.0,1.0,1.0,1.0,1.0,1.0
79,Imported,26 - 30 years,GROSS » Turin ~ Piedmont,Male,,,computer engineering,Three-year degree,[0],Consulting,,2023,,,,,,BM interview,OK (live),RS22.0441,3 - High,,,,,,,,,,48-50 K,1.0,1.0,1.0,1.0,1.0,1.0,1.0
79,Imported,26 - 30 years,GROSS » Turin ~ Piedmont,Male,,,computer engineering,Three-year degree,[0],Consulting,,2023,,,,,,BM interview,OK (live),RS22.0441,3 - High,,,,,,,,,,48-50 K,1.0,1.0,1.0,1.0,1.0,1.0,1.0
79,Imported,26 - 30 years,GROSS » Turin ~ Piedmont,Male,,,computer engineering,Three-year degree,[0],Consulting,,2023,,,,,,BM interview,OK (live),RS22.0441,3 - High,,,,,,,,,,48-50 K,1.0,1.0,1.0,4.0,1.0,1.0,1.0
79,Imported,26 - 30 years,GROSS » Turin ~ Piedmont,Male,,,computer engineering,Three-year degree,[0],Consulting,,2023,,,,,,BM interview,OK (live),RS22.0441,3 - High,,,,,,,,,,48-50 K,1.0,1.0,1.0,1.0,1.0,1.0,1.0
79,Imported,26 - 30 years,GROSS » Turin ~ Piedmont,Male,,,computer engineering,Three-year degree,[0],Consulting,,2023,,,,,,BM interview,OK (live),RS22.0441,3 - High,,,,,,,,,,48-50 K,1.0,1.0,1.0,1.0,1.0,1.0,1.0
85,Imported,36 - 40 years,TURIN » Turin ~ Piedmont,Male,,"AI, MACHINE LEARNING, MATLAB, C, C++, CONTROLS, FUSA, MACHINE LEARNING, MATLAB, SIMULINK, SYSTEM ENGINEERING",Automotive Engineering,Five-year degree,[0],Others,,2022,,,,,,HR interview,,,,,,,,,,,,,,,,,,,2.0,
85,Imported,36 - 40 years,TURIN » Turin ~ Piedmont,Male,,"AI, MACHINE LEARNING, MATLAB, C, C++, CONTROLS, FUSA, MACHINE LEARNING, MATLAB, SIMULINK, SYSTEM ENGINEERING",Automotive Engineering,Five-year degree,[0],Others,,2022,,,,,,BM interview,OK (live),RS22.0737,3 - High,,,,,,,,,,,1.0,2.0,2.0,2.0,1.0,1.0,1.0
44,First contact,26 - 30 years,REGGIO IN EMILIA » Reggio-Emilia ~ Emilia Romagna,Male,,"., DHF, BIOMEDICAL ENGINEERING, MDR, MEDICAL DEVICE, QUALITY, R&D",electronic Engineering,Five-year degree,[0],Others,Training Instructor,2023,,,,,,Contact note,OK,RS23.0165,2 - Medium,,,,,,,,,,,,,3.0,,,2.0,3.0
44,First contact,26 - 30 years,REGGIO IN EMILIA » Reggio-Emilia ~ Emilia Romagna,Male,,"., DHF, BIOMEDICAL ENGINEERING, MDR, MEDICAL DEVICE, QUALITY, R&D",electronic Engineering,Five-year degree,[0],Others,Training Instructor,2023,,,,,,BM interview,OK (live),,3 - High,,,,,,,,,,,3.0,1.0,1.0,1.0,1.0,1.0,3.0
25,Imported,31 - 35 years,ROME » Rome ~ Lazio,Female,,"ANGULAR, JAVASCRIPT.",electronic Engineering,Three-year degree,[7-10],Others,,2021,,Trainee - System/Testing Engineer,Rome,,,Contact note,OK,,,,"Knowledge of: - Windows or Linux - HTML5, XML, CSS, Javascript - Java: J2SE, Servlets, CDI, EJB3 is required. - SQL & Microsoft SQL Server. - Bibucket Git Greater relevance will be given to applications with the following additional knowledge: - Vaadin. - Apache Maven - Continuous Integration (Jenkins) - Jira tool",,,,,,,,,,,,2.0,,,
25,Imported,31 - 35 years,ROME » Rome ~ Lazio,Female,,"ANGULAR, JAVASCRIPT.",electronic Engineering,Three-year degree,[7-10],Others,,2021,,Trainee - System/Testing Engineer,Rome,,,BM interview,OK,RS22.0441,3 - High,,"Knowledge of: - Windows or Linux - HTML5, XML, CSS, Javascript - Java: J2SE, Servlets, CDI, EJB3 is required. - SQL & Microsoft SQL Server. - Bibucket Git Greater relevance will be given to applications with the following additional knowledge: - Vaadin. - Apache Maven - Continuous Integration (Jenkins) - Jira tool",,,,,,,,,,1.0,3.0,1.0,1.0,1.0,1.0
25,Imported,31 - 35 years,ROME » Rome ~ Lazio,Female,,"ANGULAR, JAVASCRIPT.",electronic Engineering,Three-year degree,[7-10],Others,,2021,,Trainee - System/Testing Engineer,Rome,,,BM interview,OK (live),RS22.0441,3 - High,,"Knowledge of: - Windows or Linux - HTML5, XML, CSS, Javascript - Java: J2SE, Servlets, CDI, EJB3 is required. - SQL & Microsoft SQL Server. - Bibucket Git Greater relevance will be given to applications with the following additional knowledge: - Vaadin. - Apache Maven - Continuous Integration (Jenkins) - Jira tool",,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
25,Imported,31 - 35 years,ROME » Rome ~ Lazio,Female,,"ANGULAR, JAVASCRIPT.",electronic Engineering,Three-year degree,[7-10],Others,,2021,,Trainee - System/Testing Engineer,Rome,,,HR interview,OK (live),RS22.0441,3 - High,,"Knowledge of: - Windows or Linux - HTML5, XML, CSS, Javascript - Java: J2SE, Servlets, CDI, EJB3 is required. - SQL & Microsoft SQL Server. - Bibucket Git Greater relevance will be given to applications with the following additional knowledge: - Vaadin. - Apache Maven - Continuous Integration (Jenkins) - Jira tool",,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
25,Imported,31 - 35 years,ROME » Rome ~ Lazio,Female,,"ANGULAR, JAVASCRIPT.",electronic Engineering,Three-year degree,[7-10],Others,,2021,,Trainee - System/Testing Engineer,Rome,,,BM interview,OK (live),RS22.0441,3 - High,,"Knowledge of: - Windows or Linux - HTML5, XML, CSS, Javascript - Java: J2SE, Servlets, CDI, EJB3 is required. - SQL & Microsoft SQL Server. - Bibucket Git Greater relevance will be given to applications with the following additional knowledge: - Vaadin. - Apache Maven - Continuous Integration (Jenkins) - Jira tool",,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
86,In selection,20 - 25 years,NOCIGLIA » Lecce ~ Puglia,Female,,"C, C++, FW",Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,[5-7],Others,JUNIOR INFRASTRUCTURE AND NETWORK SPECIALIST,2021,,,,,,Candidate notification,,RS19.0501,2 - Medium,,,,,,,,,,,2.0,3.0,,,,,
86,In selection,20 - 25 years,NOCIGLIA » Lecce ~ Puglia,Female,,"C, C++, FW",Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,[5-7],Others,JUNIOR INFRASTRUCTURE AND NETWORK SPECIALIST,2021,,,,,,HR interview,OK,RS22.0711,,,,,,,,,,,,,2.0,3.0,,,,3.0
86,In selection,20 - 25 years,NOCIGLIA » Lecce ~ Puglia,Female,,"C, C++, FW",Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,[5-7],Others,JUNIOR INFRASTRUCTURE AND NETWORK SPECIALIST,2021,,,,,,Contact note,OK,RS22.0441,3 - High,,,,,,,,,,,2.0,3.0,,3.0,3.0,2.0,
86,In selection,20 - 25 years,NOCIGLIA » Lecce ~ Puglia,Female,,"C, C++, FW",Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,[5-7],Others,JUNIOR INFRASTRUCTURE AND NETWORK SPECIALIST,2021,,,,,,BM interview,OK (live),,2 - Medium,,,,,,,,,,,1.0,1.0,,2.0,1.0,1.0,1.0
8,In selection,26 - 30 years,TURIN » Turin ~ Piedmont,Female,,,Automation/Mechatronics Engineering,master's degree,[0],,,2022,2023,,,,,,,RS19.0501,2 - Medium,,,,22-24K,26-28K,,,,,,,,,,3.0,,
8,In selection,26 - 30 years,TURIN » Turin ~ Piedmont,Female,,,Automation/Mechatronics Engineering,master's degree,[0],,,2022,2023,,,,,BM interview,OK,,3 - High,,,,22-24K,26-28K,,,,,,1.0,1.0,,1.0,3.0,1.0,
58,Hired,< 20 years,CASALGRASSO » Cuneo ~ Piedmont,Female,,"SQL, LINUX, JAVA, PYTHON",Aeronautical/Aerospace/Astronautics Engineering,Three-year degree,[0],,Junior Medical Device RA Consultant ,2020,,,,,,CV request,OK (live),,,,,,,,,,Turin,42-44 K,+ 50 K,,1.0,,,,,
58,Hired,< 20 years,CASALGRASSO » Cuneo ~ Piedmont,Female,,"SQL, LINUX, JAVA, PYTHON",Aeronautical/Aerospace/Astronautics Engineering,Three-year degree,[0],,Junior Medical Device RA Consultant ,2020,,,,,,BM interview,OK (live),RS22.0441,3 - High,,,,,,,,Turin,42-44 K,+ 50 K,1.0,1.0,1.0,1.0,1.0,1.0,1.0
70,First contact,> 45 years,MILAN » Milan ~ Lombardy,Male,,,Telecommunications Engineering,Five-year degree,[0],Others,,2021,,,,,,CV request,,,,,,,,,,,,,,,,,,,,
70,First contact,> 45 years,MILAN » Milan ~ Lombardy,Male,,,Telecommunications Engineering,Five-year degree,[0],Others,,2021,,,,,,BM interview,OK (live),RS22.0441,3 - High,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
61,Imported,31 - 35 years,TURIN » Turin ~ Piedmont,Male,,"INCA, CATIA V5, C, CANDB++, MATLAB SIMULINK, INCA, BASMASTER, CANALYZER",Management Engineering,Three-year degree,[5-7],,Graduating 2023,2021,,,,,,Sending SC to customer,,,,,,,,,,,,,26-28 K,,,,,,2.0,
61,Imported,31 - 35 years,TURIN » Turin ~ Piedmont,Male,,"INCA, CATIA V5, C, CANDB++, MATLAB SIMULINK, INCA, BASMASTER, CANALYZER",Management Engineering,Three-year degree,[5-7],,Graduating 2023,2021,,,,,,BM interview,OK (live),RS22.0441,3 - High,,,,,,,,,,26-28 K,1.0,1.0,1.0,2.0,1.0,3.0,3.0
33,Imported,26 - 30 years,SAN CASSIANO » Lecce ~ Puglia,Male,,"BUYER, BUYER: CONTRACT & PROCUREMENT",Information Engineering,Five-year degree,[0-1],Oil and Gas,V&V technician,2021,,,,,Support,BM interview,OK,RS22.0799,,,,,24-26K,34-36K,Five-year degree,electronic Engineering,,32-34 K,,,2.0,2.0,2.0,,,
33,Imported,26 - 30 years,SAN CASSIANO » Lecce ~ Puglia,Male,,"BUYER, BUYER: CONTRACT & PROCUREMENT",Information Engineering,Five-year degree,[0-1],Oil and Gas,V&V technician,2021,,,,,Support,Technical interview,,,3 - High,,,,24-26K,34-36K,Five-year degree,electronic Engineering,,32-34 K,,2.0,3.0,2.0,2.0,2.0,3.0,3.0
33,Imported,26 - 30 years,SAN CASSIANO » Lecce ~ Puglia,Male,,"BUYER, BUYER: CONTRACT & PROCUREMENT",Information Engineering,Five-year degree,[0-1],Oil and Gas,V&V technician,2021,,,,,Support,BM interview,,RS22.0441,3 - High,,,,24-26K,34-36K,Five-year degree,electronic Engineering,,32-34 K,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
33,Imported,26 - 30 years,SAN CASSIANO » Lecce ~ Puglia,Male,,"BUYER, BUYER: CONTRACT & PROCUREMENT",Information Engineering,Five-year degree,[0-1],Oil and Gas,V&V technician,2021,,,,,Support,BM interview,OK (live),RS22.0441,3 - High,,,,24-26K,34-36K,Five-year degree,electronic Engineering,,32-34 K,,1.0,1.0,1.0,1.0,2.0,1.0,1.0
33,Imported,26 - 30 years,SAN CASSIANO » Lecce ~ Puglia,Male,,"BUYER, BUYER: CONTRACT & PROCUREMENT",Information Engineering,Five-year degree,[0-1],Oil and Gas,V&V technician,2021,,,,,Support,BM interview,OK (live),RS22.0441,3 - High,,,,24-26K,34-36K,Five-year degree,electronic Engineering,,32-34 K,,1.0,1.0,1.0,1.0,2.0,1.0,1.0
53,First contact,36 - 40 years,REGGIO IN EMILIA » Reggio-Emilia ~ Emilia Romagna,Female,,,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,[0],Others,Lead Planner,2023,,,,,,Contact note,OK,,,,,,,,,,,,,,3.0,,,,,
53,First contact,36 - 40 years,REGGIO IN EMILIA » Reggio-Emilia ~ Emilia Romagna,Female,,,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,[0],Others,Lead Planner,2023,,,,,,BM interview,OK (live),RS22.0441,3 - High,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17,In selection,< 20 years,TRAPANI » Trapani ~ Sicily,Male,,,Other scientific subjects,Five-year degree,[0],,,2022,,,,,,Candidate notification,,RS22.0441,,,,,,,,,,,,,,,,,,
17,In selection,< 20 years,TRAPANI » Trapani ~ Sicily,Male,,,Other scientific subjects,Five-year degree,[0],,,2022,,,,,,BM interview,OK (live),RS22.0441,3 - High,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17,In selection,< 20 years,TRAPANI » Trapani ~ Sicily,Male,,,Other scientific subjects,Five-year degree,[0],,,2022,,,,,,BM interview,OK (live),RS22.0441,3 - High,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
83,In selection,26 - 30 years,TERRACINA » Latina ~ Lazio,Female,,,Mechanical engineering,Five-year degree,[0],Consulting,Front End Developer,2021,,,,,,Sending SC to customer,,RS22.0642,,,,,,,Three-year degree,,,,,,2.0,,3.0,2.0,2.0,3.0
83,In selection,26 - 30 years,TERRACINA » Latina ~ Lazio,Female,,,Mechanical engineering,Five-year degree,[0],Consulting,Front End Developer,2021,,,,,,HR interview,OK,RS22.0262,2 - Medium,,,,,,Three-year degree,,,,,2.0,2.0,2.0,2.0,2.0,4.0,
83,In selection,26 - 30 years,TERRACINA » Latina ~ Lazio,Female,,,Mechanical engineering,Five-year degree,[0],Consulting,Front End Developer,2021,,,,,,HR interview,OK,RS22.0411,2 - Medium,,,,,,Three-year degree,,,,,1.0,1.0,2.0,3.0,1.0,3.0,
56,Imported,20 - 25 years,MACOMER » Nuoro ~ Sardinia,Male,,"OFFICE, EXCEL",Automation/Mechatronics Engineering,Three-year degree,[0-1],Others,Linux system engineer,2019,,,,,,Contact note,,,,,,,,,,,,22-24 K,Not available,4.0,,,,,,
56,Imported,20 - 25 years,MACOMER » Nuoro ~ Sardinia,Male,,"OFFICE, EXCEL",Automation/Mechatronics Engineering,Three-year degree,[0-1],Others,Linux system engineer,2019,,,,,,BM interview,OK (live),,,,,,,,,,,22-24 K,Not available,,,,,,3.0,
56,Imported,20 - 25 years,MACOMER » Nuoro ~ Sardinia,Male,,"OFFICE, EXCEL",Automation/Mechatronics Engineering,Three-year degree,[0-1],Others,Linux system engineer,2019,,,,,,BM interview,OK (live),RS22.0441,3 - High,,,,,,,,,22-24 K,Not available,1.0,1.0,1.0,1.0,1.0,1.0,1.0
23,Imported,26 - 30 years,NEW SOURCE » Rome ~ Lazio,Male,,"CREO, PARAMETRIC, PRO/ENGINEEE, AND ANSYS, MECHANICAL ENGINEERING, PM",electronic Engineering,Five-year degree,[1-3],,structures and airworthiness specialist,2020,2023,RS19.0741 - HR Recruiter,,,,Candidate notification,KO (seniority),,,,,,,,,,Rome,,,,,,3.0,,,
23,Imported,26 - 30 years,NEW SOURCE » Rome ~ Lazio,Male,,"CREO, PARAMETRIC, PRO/ENGINEEE, AND ANSYS, MECHANICAL ENGINEERING, PM",electronic Engineering,Five-year degree,[1-3],,structures and airworthiness specialist,2020,2023,RS19.0741 - HR Recruiter,,,,Contact note,OK (live),,,,,,,,,,Rome,,,,,,,,,1.0
23,Imported,26 - 30 years,NEW SOURCE » Rome ~ Lazio,Male,,"CREO, PARAMETRIC, PRO/ENGINEEE, AND ANSYS, MECHANICAL ENGINEERING, PM",electronic Engineering,Five-year degree,[1-3],,structures and airworthiness specialist,2020,2023,RS19.0741 - HR Recruiter,,,,BM interview,OK (live),RS22.0637,2 - Medium,,,,,,,,Rome,,,2.0,1.0,3.0,,2.0,,3.0
23,Imported,26 - 30 years,NEW SOURCE » Rome ~ Lazio,Male,,"CREO, PARAMETRIC, PRO/ENGINEEE, AND ANSYS, MECHANICAL ENGINEERING, PM",electronic Engineering,Five-year degree,[1-3],,structures and airworthiness specialist,2020,2023,RS19.0741 - HR Recruiter,,,,BM interview,OK (live),RS22.0441,3 - High,,,,,,,,Rome,,,1.0,1.0,1.0,1.0,3.0,1.0,1.0
46,First contact,20 - 25 years,TURIN » Turin ~ Piedmont,Male,,,electronic Engineering,Three-year degree,[+10],Others,Software Engineer,2021,,,,,,Contact note,,RS22.0441,,,,,,,,,,,,,,,,,,
46,First contact,20 - 25 years,TURIN » Turin ~ Piedmont,Male,,,electronic Engineering,Three-year degree,[+10],Others,Software Engineer,2021,,,,,,BM interview,OK (live),RS22.0441,3 - High,,,,,,,,,,,,1.0,1.0,1.0,,1.0,1.0
46,First contact,20 - 25 years,TURIN » Turin ~ Piedmont,Male,,,electronic Engineering,Three-year degree,[+10],Others,Software Engineer,2021,,,,,,BM interview,OK (live),RS22.0441,3 - High,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
46,First contact,20 - 25 years,TURIN » Turin ~ Piedmont,Male,,,electronic Engineering,Three-year degree,[+10],Others,Software Engineer,2021,,,,,,BM interview,OK (live),RS22.0441,3 - High,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
46,First contact,20 - 25 years,TURIN » Turin ~ Piedmont,Male,,,electronic Engineering,Three-year degree,[+10],Others,Software Engineer,2021,,,,,,BM interview,OK (live),RS22.0441,3 - High,,,,,,,,,,,1.0,1.0,4.0,1.0,1.0,1.0,1.0
46,First contact,20 - 25 years,TURIN » Turin ~ Piedmont,Male,,,electronic Engineering,Three-year degree,[+10],Others,Software Engineer,2021,,,,,,BM interview,OK (live),RS22.0441,3 - High,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
41,Imported,< 20 years,NEW SOURCE » Rome ~ Lazio,Male,,"AUTOMOTIVE, CONTROL, CONTROLS, MECHANICS, MECHANICAL",electronic Engineering,Three-year degree,[0],Machining - Heavy Industry,Linux system engineer,2022,,,,,,CV request,KO (technical skills),,,,,,,,,,,,,,,,,,,
41,Imported,< 20 years,NEW SOURCE » Rome ~ Lazio,Male,,"AUTOMOTIVE, CONTROL, CONTROLS, MECHANICS, MECHANICAL",electronic Engineering,Three-year degree,[0],Machining - Heavy Industry,Linux system engineer,2022,,,,,,BM interview,OK (live),RS22.0441,3 - High,,,,,,,,,,,1.0,1.0,,1.0,1.0,1.0,1.0
4,Imported,36 - 40 years,TRIGGIANO » Bari ~ Puglia,Male,,,electronic Engineering,Five-year degree,[0],Others,,2022,,,,,,BM interview,,,,,,,,,,,,,,,,,,,,
4,Imported,36 - 40 years,TRIGGIANO » Bari ~ Puglia,Male,,,electronic Engineering,Five-year degree,[0],Others,,2022,,,,,,BM interview,OK (live),RS22.0441,3 - High,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4,Imported,36 - 40 years,TRIGGIANO » Bari ~ Puglia,Male,,,electronic Engineering,Five-year degree,[0],Others,,2022,,,,,,BM interview,OK (live),RS22.0441,3 - High,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4,Imported,36 - 40 years,TRIGGIANO » Bari ~ Puglia,Male,,,electronic Engineering,Five-year degree,[0],Others,,2022,,,,,,BM interview,OK (live),RS22.0441,3 - High,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
88,Imported,26 - 30 years,REGGIO IN EMILIA » Reggio-Emilia ~ Emilia Romagna,Female,,ELECTRONIC,computer engineering,Three-year degree,[0-1],,Process Engineer,2023,,,,,,CV request,,,,,,,,,,Automotive Engineering,,,,,,2.0,,,,
88,Imported,26 - 30 years,REGGIO IN EMILIA » Reggio-Emilia ~ Emilia Romagna,Female,,ELECTRONIC,computer engineering,Three-year degree,[0-1],,Process Engineer,2023,,,,,,BM interview,OK (live),RS22.0441,3 - High,,,,,,,Automotive Engineering,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
45,Imported,20 - 25 years,BARI » Bari ~ Puglia,Female,,V&V,Electrical Engineering,Five-year degree,[0],Others,Firmware/Software Developer,2021,,,,,,CV request,,RS21.1156,,,,,,,,,,,,,1.0,,1.0,,,
45,Imported,20 - 25 years,BARI » Bari ~ Puglia,Female,,V&V,Electrical Engineering,Five-year degree,[0],Others,Firmware/Software Developer,2021,,,,,,BM interview,OK (live),RS22.0441,3 - High,,,,,,,,,,,1.0,,1.0,1.0,,1.0,1.0
45,Imported,20 - 25 years,BARI » Bari ~ Puglia,Female,,V&V,Electrical Engineering,Five-year degree,[0],Others,Firmware/Software Developer,2021,,,,,,BM interview,OK (live),RS22.0441,3 - High,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
45,Imported,20 - 25 years,BARI » Bari ~ Puglia,Female,,V&V,Electrical Engineering,Five-year degree,[0],Others,Firmware/Software Developer,2021,,,,,,BM interview,OK (live),RS22.0441,3 - High,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
45,Imported,20 - 25 years,BARI » Bari ~ Puglia,Female,,V&V,Electrical Engineering,Five-year degree,[0],Others,Firmware/Software Developer,2021,,,,,,BM interview,KO (manager),RS22.0441,3 - High,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
45,Imported,20 - 25 years,BARI » Bari ~ Puglia,Female,,V&V,Electrical Engineering,Five-year degree,[0],Others,Firmware/Software Developer,2021,,,,,,BM interview,OK (live),RS22.0441,3 - High,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
